Preferred Label,Class ID,Parents,has part,Class ID2,,,,,,,,,,,
cyanosome,GO:0043701,GO:0048770,,GO:0043701,,,,,,,,,,,
Cyc8(Ssn6)-Tup1 general repressor complex,GO:0160051,GO:0090571,,GO:0160051,,,,,,,,,,,
cyclin A1-CDK1 complex,GO:0097121,GO:0000307,,GO:0097121,,,,,,,,,,,
cyclin A1-CDK2 complex,GO:0097123,GO:0000307,,GO:0097123,,,,,,,,,,,
cyclin A2-CDK1 complex,GO:0097122,GO:0000307,,GO:0097122,,,,,,,,,,,
cyclin A2-CDK2 complex,GO:0097124,GO:0000307,,GO:0097124,,,,,,,,,,,
cyclin B1-CDK1 complex,GO:0097125,GO:0000307,,GO:0097125,,,,,,,,,,,
cyclin B2-CDK1 complex,GO:0097126,GO:0000307,,GO:0097126,,,,,,,,,,,
cyclin B3-CDK2 complex,GO:0097127,GO:0000307,,GO:0097127,,,,,,,,,,,
cyclin D1-CDK4 complex,GO:0097128,GO:0000307,,GO:0097128,,,,,,,,,,,
cyclin D1-CDK6 complex,GO:0097131,GO:0000307,,GO:0097131,,,,,,,,,,,
cyclin D2-CDK4 complex,GO:0097129,GO:0000307,,GO:0097129,,,,,,,,,,,
cyclin D2-CDK6 complex,GO:0097132,GO:0000307,,GO:0097132,,,,,,,,,,,
cyclin D3-CDK4 complex,GO:0097130,GO:0000307,,GO:0097130,,,,,,,,,,,
cyclin D3-CDK6 complex,GO:0097133,GO:0000307,,GO:0097133,,,,,,,,,,,
cyclin E1-CDK2 complex,GO:0097134,GO:0000307,,GO:0097134,,,,,,,,,,,
cyclin E2-CDK2 complex,GO:0097135,GO:0000307,,GO:0097135,,,,,,,,,,,
cyclin K-CDK12 complex,GO:0002944,GO:0000307,,GO:0002944,,,,,,,,,,,
cyclin K-CDK13 complex,GO:0002945,GO:0000307,,GO:0002945,,,,,,,,,,,
cyclin L-CDK11 complex,GO:0180038,GO:0000307,,GO:0180038,,,,,,,,,,,
cyclin-dependent protein kinase holoenzyme complex,GO:0000307,GO:1902554,,GO:0000307,,,,,,,,,,,
cyclin/CDK positive transcription elongation factor complex,GO:0008024,GO:0032806|GO:0019908|GO:0008023,,GO:0008024,,,,,,,,,,,
cyst wall,GO:0097570,GO:0005618,,GO:0097570,,,,,,,,,,,
cysteine synthase complex,GO:0009333,GO:0005737|GO:1990234,,GO:0009333,,,,,,,,,,,
cytochrome b6f complex,GO:0009512,GO:0009579|GO:0070069,,GO:0009512,,,,,,,,,,,
cytochrome complex,GO:0070069,GO:1902494,,GO:0070069,,,,,,,,,,,
cytochrome o ubiquinol oxidase complex,GO:0009319,GO:1902495|GO:0070069|GO:1990204|GO:0098803,,GO:0009319,,,,,,,,,,,
cytolytic granule,GO:0044194,GO:0005764,,GO:0044194,,,,,,,,,,,
cytolytic granule lumen,GO:1904856,GO:0005775|GO:0060205|GO:0044194,,GO:1904856,,,,,,,,,,,
cytolytic granule membrane,GO:0101004,GO:0005765|GO:0044194,,GO:0101004,,,,,,,,,,,
cytoneme,GO:0035230,GO:0120025,,GO:0035230,,,,,,,,,,,
cytoophidium,GO:0097268,GO:0099512,,GO:0097268,,,,,,,,,,,
cytoplasm,GO:0005737,GO:0005622|GO:0110165,,GO:0005737,,,,,,,,,,,
cytoplasmic cyclin-dependent protein kinase holoenzyme complex,GO:0000308,GO:0005737|GO:0000307,,GO:0000308,,,,,,,,,,,
cytoplasmic DNA replication factor C complex,GO:0043598,GO:0043600|GO:0005663,,GO:0043598,,,,,,,,,,,
cytoplasmic dynein complex,GO:0005868,GO:0030286,,GO:0005868,,,,,,,,,,,
cytoplasmic exosome (RNase complex),GO:0000177,GO:0000178|GO:0005737,,GO:0000177,,,,,,,,,,,
cytoplasmic lattice,GO:0140095,GO:1990917|GO:0043232,,GO:0140095,,,,,,,,,,,
cytoplasmic microtubule,GO:0005881,GO:0005737|GO:0005874,,GO:0005881,,,,,,,,,,,
cytoplasmic microtubule bundle,GO:1905720,GO:0097427|GO:0005737,,GO:1905720,,,,,,,,,,,
cytoplasmic microtubule minus-end,GO:0062194,GO:0005881|GO:0036449,,GO:0062194,,,,,,,,,,,
cytoplasmic microtubule plus-end,GO:1904511,GO:0005881|GO:0035371,,GO:1904511,,,,,,,,,,,
cytoplasmic origin of replication recognition complex,GO:0000809,GO:0005737|GO:0000808,,GO:0000809,,,,,,,,,,,
cytoplasmic periphery of the nuclear pore complex,GO:1990723,GO:0048471,,GO:1990723,,,,,,,,,,,
cytoplasmic region,GO:0099568,GO:0005737,,GO:0099568,,,,,,,,,,,
cytoplasmic replication fork,GO:0043597,GO:0005737|GO:0005657,,GO:0043597,,,,,,,,,,,
cytoplasmic ribonucleoprotein granule,GO:0036464,GO:0005737|GO:0035770,,GO:0036464,,,,,,,,,,,
cytoplasmic SCF ubiquitin ligase complex,GO:0043223,GO:0000153|GO:0019005,,GO:0043223,,,,,,,,,,,
cytoplasmic side of apical plasma membrane,GO:0098592,GO:0009898|GO:0016324,,GO:0098592,,,,,,,,,,,
cytoplasmic side of cis-Golgi cisternae membrane,GO:0160278,GO:0098562|GO:1990674,,GO:0160278,,,,,,,,,,,
cytoplasmic side of cis-Golgi network membrane,GO:0140179,GO:0098562|GO:0033106,,GO:0140179,,,,,,,,,,,
cytoplasmic side of dendritic spine plasma membrane,GO:1990780,GO:0032591|GO:0009898,,GO:1990780,,,,,,,,,,,
cytoplasmic side of early endosome membrane,GO:0098559,GO:0010009|GO:0031901,,GO:0098559,,,,,,,,,,,
cytoplasmic side of endoplasmic reticulum membrane,GO:0098554,GO:0098562|GO:0005789,,GO:0098554,,,,,,,,,,,
cytoplasmic side of endosome membrane,GO:0010009,GO:0098562|GO:0010008,,GO:0010009,,,,,,,,,,,
cytoplasmic side of Golgi membrane,GO:0098548,GO:0098562|GO:0000139,,GO:0098548,,,,,,,,,,,
cytoplasmic side of late endosome membrane,GO:0098560,GO:0010009|GO:0031902,,GO:0098560,,,,,,,,,,,
cytoplasmic side of lysosomal membrane,GO:0098574,GO:0098562|GO:0005765,,GO:0098574,,,,,,,,,,,
cytoplasmic side of medial-Golgi cisterna membrane,GO:0160279,GO:0098562|GO:1990675,,GO:0160279,,,,,,,,,,,
cytoplasmic side of membrane,GO:0098562,GO:0098552,,GO:0098562,,,,,,,,,,,
cytoplasmic side of mitochondrial outer membrane,GO:0032473,GO:0005741|GO:0098562,,GO:0032473,,,,,,,,,,,
cytoplasmic side of nuclear pore,GO:1990876,GO:0005643|GO:0110165,,GO:1990876,,,,,,,,,,,
cytoplasmic side of plasma membrane,GO:0009898,GO:0005886|GO:0098562,,GO:0009898,,,,,,,,,,,
"cytoplasmic side of plasma membrane, cell tip",GO:0106186,GO:0031520|GO:0009898,,GO:0106186,,,,,,,,,,,
cytoplasmic side of rough endoplasmic reticulum membrane,GO:0098556,GO:0098554|GO:0030867,,GO:0098556,,,,,,,,,,,
cytoplasmic side of smooth endoplasmic reticulum membrane,GO:0098557,GO:0098554|GO:0030868,,GO:0098557,,,,,,,,,,,
cytoplasmic side of trans-Golgi cisterna membrane,GO:0160288,GO:0098562|GO:1990676,,GO:0160288,,,,,,,,,,,
cytoplasmic side of trans-Golgi network membrane,GO:0160281,GO:0098562|GO:0032588,,GO:0160281,,,,,,,,,,,
cytoplasmic side of trans-Golgi network transport vesicle membrane,GO:0098541,GO:0098539|GO:0012510,,GO:0098541,,,,,,,,,,,
cytoplasmic side of transport vesicle membrane,GO:0098539,GO:0098562|GO:0030658,,GO:0098539,,,,,,,,,,,
cytoplasmic stress granule,GO:0010494,GO:0036464,,GO:0010494,,,,,,,,,,,
cytoplasmic U snRNP body,GO:0071254,GO:0036464,,GO:0071254,,,,,,,,,,,
cytoplasmic ubiquitin ligase complex,GO:0000153,GO:0000151|GO:0005737,,GO:0000153,,,,,,,,,,,
cytoplasmic vesicle,GO:0031410,GO:0031982|GO:0005737|GO:0097708,,GO:0031410,,,,,,,,,,,
cytoplasmic vesicle lumen,GO:0060205,GO:0031983|GO:0031410|GO:0070013,,GO:0060205,,,,,,,,,,,
cytoplasmic vesicle membrane,GO:0030659,GO:0031410|GO:0016020|GO:0012506,,GO:0030659,,,,,,,,,,,
cytoplasmic viral factory,GO:0039714,GO:0039713|GO:0033655,,GO:0039714,,,,,,,,,,,
cytoproct,GO:0031911,GO:0005886|GO:0110165,,GO:0031911,,,,,,,,,,,
cytoskeletal calyx,GO:0033150,GO:0033011|GO:0110165,,GO:0033150,,,,,,,,,,,
cytoskeleton,GO:0005856,GO:0043232,,GO:0005856,,,,,,,,,,,
cytoskeleton of dendritic spine,GO:0098836,GO:0005856|GO:0099571|GO:0043197,,GO:0098836,,,,,,,,,,,
cytoskeleton of presynaptic active zone,GO:0048788,GO:0099569|GO:0098831|GO:0030863,,GO:0048788,,,,,,,,,,,
cytosol,GO:0005829,GO:0005737|GO:0110165,,GO:0005829,,,,,,,,,,,
cytosol pyruvate dehydrogenase (lipoamide) phosphatase complex,GO:0045249,GO:0045253|GO:0005829,,GO:0045249,,,,,,,,,,,
cytosolic [4Fe-4S] assembly scaffold complex,GO:1904564,GO:1904949|GO:1990229,,GO:1904564,,,,,,,,,,,
cytosolic [4Fe-4S] assembly targeting complex,GO:0097361,GO:0140535|GO:1990229,,GO:0097361,,,,,,,,,,,
cytosolic aryl hydrocarbon receptor complex,GO:0034752,GO:0005829|GO:0034751,,GO:0034752,,,,,,,,,,,
cytosolic creatine kinase complex,GO:0002186,GO:0005829|GO:0002185,,GO:0002186,,,,,,,,,,,
cytosolic DNA-directed RNA polymerase complex,GO:0000345,GO:0005829|GO:0000428,,GO:0000345,,,,,,,,,,,
cytosolic electron transfer flavoprotein complex,GO:0045247,GO:0045251|GO:0005829,,GO:0045247,,,,,,,,,,,
cytosolic large ribosomal subunit,GO:0022625,GO:0015934|GO:0022626,,GO:0022625,,,,,,,,,,,
cytosolic proteasome complex,GO:0031597,GO:0000502|GO:0005829,,GO:0031597,,,,,,,,,,,
cytosolic proteasome core complex,GO:0031603,GO:0005839|GO:0031597,,GO:0031603,,,,,,,,,,,
"cytosolic proteasome core complex, alpha-subunit complex",GO:0031606,GO:0019773|GO:0031603,,GO:0031606,,,,,,,,,,,
"cytosolic proteasome core complex, beta-subunit complex",GO:0031609,GO:0019774|GO:0031603,,GO:0031609,,,,,,,,,,,
cytosolic proteasome regulatory particle,GO:0031600,GO:0005838|GO:0031597,,GO:0031600,,,,,,,,,,,
"cytosolic proteasome regulatory particle, base subcomplex",GO:0031612,GO:0008540|GO:0031600,,GO:0031612,,,,,,,,,,,
"cytosolic proteasome regulatory particle, lid subcomplex",GO:0031615,GO:0008541|GO:0031600,,GO:0031615,,,,,,,,,,,
cytosolic region,GO:0099522,GO:0005829|GO:0110165,,GO:0099522,,,,,,,,,,,
cytosolic ribosome,GO:0022626,GO:0005840|GO:0005829,,GO:0022626,,,,,,,,,,,
cytosolic small ribosomal subunit,GO:0022627,GO:0015935|GO:0022626,,GO:0022627,,,,,,,,,,,
cytosolic translation preinitiation complex,GO:0070993,GO:0005737|GO:1990904,,GO:0070993,,,,,,,,,,,
cytosolic tRNA wobble base thiouridylase complex,GO:0002144,GO:0140535|GO:1990228,,GO:0002144,,,,,,,,,,,
cytospinule,GO:0160231,GO:0098858,,GO:0160231,,,,,,,,,,,
cytostome,GO:0031910,GO:0005886|GO:0110165,,GO:0031910,,,,,,,,,,,
D-amino-acid dehydrogenase complex,GO:0009324,GO:0098797|GO:1990204,,GO:0009324,,,,,,,,,,,
DAPK1-calmodulin complex,GO:1990722,GO:1902554,,GO:1990722,,,,,,,,,,,
DASH complex,GO:0042729,GO:0000940|GO:0140513,,GO:0042729,,,,,,,,,,,
Dbf4-dependent protein kinase complex,GO:0031431,GO:1902554|GO:0140513,,GO:0031431,,,,,,,,,,,
DBIRD complex,GO:0044609,GO:0140535,,GO:0044609,,,,,,,,,,,
Ddb1-Ckn1 complex,GO:0070912,GO:0000109,,GO:0070912,,,,,,,,,,,
Ddb1-Wdr21 complex,GO:0070913,GO:0000109,,GO:0070913,,,,,,,,,,,
death-inducing signaling complex,GO:0031264,GO:0098797,,GO:0031264,,,,,,,,,,,
decoy receptor complex,GO:0140368,GO:0043235,,GO:0140368,,,,,,,,,,,
deep fiber,GO:0032123,GO:0031912|GO:0005856|GO:0110165,,GO:0032123,,,,,,,,,,,
dehydrodolichyl diphosphate synthase complex,GO:1904423,GO:0032476,,GO:1904423,,,,,,,,,,,
delta DNA polymerase complex,GO:0043625,GO:0043601|GO:0140513|GO:0042575,,GO:0043625,,,,,,,,,,,
Delta1 complex,GO:0070763,GO:0098797,,GO:0070763,,,,,,,,,,,
dendriole,GO:0044293,GO:0044292,,GO:0044293,,,,,,,,,,,
dendrite,GO:0030425,GO:0043005|GO:0097447,,GO:0030425,,,,,,,,,,,
dendrite cytoplasm,GO:0032839,GO:0005737|GO:0030425|GO:0120111,,GO:0032839,,,,,,,,,,,
dendrite membrane,GO:0032590,GO:0030425|GO:0032589,,GO:0032590,,,,,,,,,,,
dendrite terminus,GO:0044292,GO:0030425|GO:0110165,,GO:0044292,,,,,,,,,,,
dendritic branch,GO:0044307,GO:0030425,,GO:0044307,,,,,,,,,,,
dendritic branch point,GO:1990033,GO:0061845|GO:0097447,,GO:1990033,,,,,,,,,,,
dendritic cell dendrite,GO:0097511,GO:0120025,,GO:0097511,,,,,,,,,,,
dendritic filopodium,GO:1902737,GO:0030175|GO:0043005|GO:0030425,,GO:1902737,,,,,,,,,,,
dendritic growth cone,GO:0044294,GO:0030426|GO:0044292,,GO:0044294,,,,,,,,,,,
dendritic knob,GO:0098788,GO:0044292,,GO:0098788,,,,,,,,,,,
dendritic lamellar body,GO:1990503,GO:0030425|GO:0042599,,GO:1990503,,,,,,,,,,,
dendritic microtubule,GO:1901588,GO:0030425|GO:0005874,,GO:1901588,,,,,,,,,,,
dendritic shaft,GO:0043198,GO:0030425|GO:0110165,,GO:0043198,,,,,,,,,,,
dendritic spine,GO:0043197,GO:0098794|GO:0030425|GO:0044309,,GO:0043197,,,,,,,,,,,
dendritic spine cytoplasm,GO:0061846,GO:0005737|GO:0032839|GO:0043197,,GO:0061846,,,,,,,,,,,
dendritic spine membrane,GO:0032591,GO:0097060|GO:0032590|GO:0043197|GO:0032589,,GO:0032591,,,,,,,,,,,
dendritic spine neck,GO:0044326,GO:0110165|GO:0043197,,GO:0044326,,,,,,,,,,,
dendritic spine origin,GO:0150004,GO:0044326|GO:0110165,,GO:0150004,,,,,,,,,,,
dendritic tuft,GO:0044296,GO:0044292,,GO:0044296,,,,,,,,,,,
dense body,GO:0097433,GO:0005737|GO:0110165,,GO:0097433,,,,,,,,,,,
dense core granule,GO:0031045,GO:0030141,,GO:0031045,,,,,,,,,,,
dense core granule lumen,GO:0098898,GO:0060205|GO:0031045|GO:0034774,,GO:0098898,,,,,,,,,,,
dense core granule membrane,GO:0032127,GO:0031045|GO:0030667,,GO:0032127,,,,,,,,,,,
dense fibrillar component,GO:0001651,GO:0005730|GO:0110165,,GO:0001651,,,,,,,,,,,
dense nuclear body,GO:0046818,GO:0110165|GO:0005634,,GO:0046818,,,,,,,,,,,
dentate gyrus mossy fiber,GO:0044302,GO:0097457,,GO:0044302,,,,,,,,,,,
Derlin-1 retrotranslocation complex,GO:0036513,GO:0140534|GO:0098796|GO:0005789,,GO:0036513,,,,,,,,,,,
Derlin-1-VIMP complex,GO:0036502,GO:0140534|GO:0098796|GO:0005789,,GO:0036502,,,,,,,,,,,
desmosome,GO:0030057,GO:0005911,,GO:0030057,,,,,,,,,,,
deuterosome,GO:0098536,GO:0043232,,GO:0098536,,,,,,,,,,,
DiaA complex,GO:1990125,GO:0032991,,GO:1990125,,,,,,,,,,,
diamine N-acetyltransferase complex,GO:1990235,GO:1902493|GO:0005829,,GO:1990235,,,,,,,,,,,
dihydropyrimidine dehydrogenase (NAD+) complex,GO:0140690,GO:1990204,,GO:0140690,,,,,,,,,,,
DIM/DIP cell wall layer,GO:0097735,GO:0110165|GO:0009275,,GO:0097735,,,,,,,,,,,
dimeric IgA immunoglobulin complex,GO:0071750,GO:0071749,,GO:0071750,,,,,,,,,,,
dimeric ribonuclease P complex,GO:0030680,GO:0030677,,GO:0030680,,,,,,,,,,,
dimethyl sulfoxide reductase complex,GO:0009390,GO:0032991,,GO:0009390,,,,,,,,,,,
dinoflagellate antapex,GO:0097684,GO:0097614|GO:0110165,,GO:0097684,,,,,,,,,,,
dinoflagellate antapical horn,GO:0097687,GO:0097684,,GO:0097687,,,,,,,,,,,
dinoflagellate apex,GO:0097683,GO:0097613|GO:0110165,,GO:0097683,,,,,,,,,,,
dinoflagellate apical groove,GO:0097685,GO:0097610|GO:0097613,,GO:0097685,,,,,,,,,,,
dinoflagellate apical horn,GO:0097686,GO:0097683,,GO:0097686,,,,,,,,,,,
dinoflagellate cingulum,GO:0097611,GO:0097610,,GO:0097611,,,,,,,,,,,
dinoflagellate epicone,GO:0097613,GO:0110165,,GO:0097613,,,,,,,,,,,
dinoflagellate hypocone,GO:0097614,GO:0110165,,GO:0097614,,,,,,,,,,,
dinoflagellate peduncle,GO:1990905,GO:0120025,,GO:1990905,,,,,,,,,,,
dinoflagellate sulcal notch,GO:0097618,GO:0097612,,GO:0097618,,,,,,,,,,,
dinoflagellate sulcus,GO:0097612,GO:0097610,,GO:0097612,,,,,,,,,,,
discoidal high-density lipoprotein particle,GO:0034365,GO:0034364,,GO:0034365,,,,,,,,,,,
distal axon,GO:0150034,GO:0030424|GO:0110165,,GO:0150034,,,,,,,,,,,
distal dendrite,GO:0150002,GO:0030425,,GO:0150002,,,,,,,,,,,
distal portion of axoneme,GO:0120135,GO:0005930|GO:0110165,,GO:0120135,,,,,,,,,,,
dityrosine layer of spore wall,GO:0005630,GO:0005619|GO:0110165,,GO:0005630,,,,,,,,,,,
division septum,GO:0000935,GO:0030428|GO:0032153,,GO:0000935,,,,,,,,,,,
divisome complex,GO:1990586,GO:0030428|GO:0032991,,GO:1990586,,,,,,,,,,,
DNA bending complex,GO:1990104,GO:0032991,,GO:1990104,,,,,,,,,,,
DNA gyrase complex,GO:0120217,GO:0009330,,GO:0120217,,,,,,,,,,,
DNA helicase A complex,GO:0033203,GO:0033202|GO:0140513,,GO:0033203,,,,,,,,,,,
DNA helicase complex,GO:0033202,GO:1902494,,GO:0033202,,,,,,,,,,,
DNA ligase III-XRCC1 complex,GO:0070421,GO:1902494|GO:0140513,,GO:0070421,,,,,,,,,,,
DNA ligase IV complex,GO:0032807,GO:0070419|GO:0140513,,GO:0032807,,,,,,,,,,,
DNA methyltransferase complex,GO:0140020,GO:0034708,,GO:0140020,,,,,,,,,,,
DNA polymerase complex,GO:0042575,GO:0140535|GO:0061695,,GO:0042575,,,,,,,,,,,
DNA polymerase III complex,GO:0009360,GO:0042575,,GO:0009360,,,,,,,,,,,
"DNA polymerase III, beta sliding clamp processivity factor complex",GO:0044775,GO:0044796|GO:0009360,,GO:0044775,,,,,,,,,,,
"DNA polymerase III, clamp loader chi/psi subcomplex",GO:0043847,GO:0140513|GO:0043846,,GO:0043847,,,,,,,,,,,
"DNA polymerase III, clamp loader complex",GO:0043846,GO:0009360|GO:0140513,,GO:0043846,,,,,,,,,,,
"DNA polymerase III, core complex",GO:0044776,GO:0009360|GO:0140513,,GO:0044776,,,,,,,,,,,
"DNA polymerase III, proofreading complex",GO:0043845,GO:0044776|GO:0140513,,GO:0043845,,,,,,,,,,,
DNA polymerase processivity factor complex,GO:0044796,GO:0150005,,GO:0044796,,,,,,,,,,,
DNA polymerase V complex,GO:0009355,GO:0042575,,GO:0009355,,,,,,,,,,,
DNA recombinase auxiliary factor complex,GO:0120231,GO:0150005,,GO:0120231,,,,,,,,,,,
DNA recombinase complex,GO:0097519,GO:0032993,,GO:0097519,,,,,,,,,,,
DNA recombinase mediator complex,GO:0033061,GO:0032991,,GO:0033061,,,,,,,,,,,
DNA repair complex,GO:1990391,GO:1902494,,GO:1990391,,,,,,,,,,,
DNA replication factor A complex,GO:0005662,GO:0043601|GO:0140513,,GO:0005662,,,,,,,,,,,
DNA replication factor C complex,GO:0005663,GO:0005657|GO:0032991,,GO:0005663,,,,,,,,,,,
DNA replication factor C core complex,GO:0070517,GO:0043599|GO:0140513,,GO:0070517,,,,,,,,,,,
DNA replication termination region,GO:0097047,GO:0005694|GO:0110165,,GO:0097047,,,,,,,,,,,
DNA topoisomerase III-beta-TDRD3 complex,GO:0140225,GO:0032991,,GO:0140225,,,,,,,,,,,
DNA topoisomerase IV complex,GO:0009340,GO:0009330,,GO:0009340,,,,,,,,,,,
"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",GO:0009330,GO:1902494,,GO:0009330,,,,,,,,,,,
DNA-dependent protein kinase complex,GO:0070418,GO:1902554|GO:0140513,,GO:0070418,,,,,,,,,,,
DNA-dependent protein kinase-DNA ligase 4 complex,GO:0005958,GO:0070419|GO:0140513,,GO:0005958,,,,,,,,,,,
DNA-directed RNA polymerase complex,GO:0000428,GO:0030880,,GO:0000428,,,,,,,,,,,
DnaA-Dps complex,GO:1990084,GO:1990078,,GO:1990084,,,,,,,,,,,
DnaA-Hda complex,GO:1990083,GO:1990078,,GO:1990083,,,,,,,,,,,
DnaA-HU complex,GO:1990103,GO:1990077,,GO:1990103,,,,,,,,,,,
DnaA-L2 complex,GO:1990082,GO:1990078,,GO:1990082,,,,,,,,,,,
DnaA-oriC complex,GO:1990101,GO:1990077,,GO:1990101,,,,,,,,,,,
DnaB helicase complex,GO:1990161,GO:0033202,,GO:1990161,,,,,,,,,,,
Doa10p ubiquitin ligase complex,GO:0000837,GO:0000835,,GO:0000837,,,,,,,,,,,
dolichol-phosphate-mannose synthase complex,GO:0033185,GO:0031501,,GO:0033185,,,,,,,,,,,
dolichyl-phosphate-mannose-protein mannosyltransferase complex,GO:0031502,GO:0140534|GO:0098796|GO:0005789|GO:0031501,,GO:0031502,,,,,,,,,,,
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex,GO:0097582,GO:0031502,,GO:0097582,,,,,,,,,,,
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt3p dimer complex,GO:0097583,GO:0031502,,GO:0097583,,,,,,,,,,,
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt4p homodimer complex,GO:0097586,GO:0031502,,GO:0097586,,,,,,,,,,,
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex,GO:0097584,GO:0031502,,GO:0097584,,,,,,,,,,,
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt3p dimer complex,GO:0097585,GO:0031502,,GO:0097585,,,,,,,,,,,
dolipore septum,GO:0000937,GO:0000934,,GO:0000937,,,,,,,,,,,
Dom34-Hbs1 complex,GO:1990533,GO:0032991,,GO:1990533,,,,,,,,,,,
dopaminergic synapse,GO:0098691,GO:0045202,,GO:0098691,,,,,,,,,,,
dosage compensation complex,GO:0046536,GO:0000785|GO:0000803|GO:0140513,,GO:0046536,,,,,,,,,,,
double membrane vesicle viral factory,GO:0039718,GO:0039714,,GO:0039718,,,,,,,,,,,
double membrane vesicle viral factory inner membrane,GO:0062245,GO:0062242,,GO:0062245,,,,,,,,,,,
double membrane vesicle viral factory lumen,GO:0062244,GO:0039718|GO:0033655,,GO:0062244,,,,,,,,,,,
double membrane vesicle viral factory membrane,GO:0062242,GO:0039718|GO:0044162,,GO:0062242,,,,,,,,,,,
double membrane vesicle viral factory outer membrane,GO:0062243,GO:0062242,,GO:0062243,,,,,,,,,,,
DPS complex,GO:1990567,GO:0008287,,GO:1990567,,,,,,,,,,,
DRM complex,GO:0070176,GO:0090571,,GO:0070176,,,,,,,,,,,
Dsc E3 ubiquitin ligase complex,GO:0044695,GO:0000151|GO:0098796|GO:0031090,,GO:0044695,,,,,,,,,,,
DSIF complex,GO:0032044,GO:0008023,,GO:0032044,,,,,,,,,,,
Dsl1/NZR complex,GO:0070939,GO:0140534|GO:0099023,,GO:0070939,,,,,,,,,,,
DUBm complex,GO:0071819,GO:0140513,,GO:0071819,,,,,,,,,,,
Dxr protein complex,GO:1990065,GO:0032991,,GO:1990065,,,,,,,,,,,
dynactin complex,GO:0005869,GO:0015629|GO:0005875,,GO:0005869,,,,,,,,,,,
dynamic microtubule bundle,GO:0099071,GO:0097427,,GO:0099071,,,,,,,,,,,
dynein axonemal particle,GO:0120293,GO:0005737|GO:0043232,,GO:0120293,,,,,,,,,,,
dynein complex,GO:0030286,GO:1902494|GO:0005875,,GO:0030286,,,,,,,,,,,
dystrobrevin complex,GO:0016014,GO:0098797|GO:0016010,,GO:0016014,,,,,,,,,,,
dystroglycan complex,GO:0016011,GO:0098797|GO:0016010,,GO:0016011,,,,,,,,,,,
dystrophin-associated glycoprotein complex,GO:0016010,GO:0098797|GO:0090665,,GO:0016010,,,,,,,,,,,
E.F.G complex,GO:0034692,GO:0140513,,GO:0034692,,,,,,,,,,,
early endosome,GO:0005769,GO:0005768,,GO:0005769,,,,,,,,,,,
early endosome lumen,GO:0031905,GO:0005769|GO:0031904,,GO:0031905,,,,,,,,,,,
early endosome membrane,GO:0031901,GO:0005769|GO:0010008,,GO:0031901,,,,,,,,,,,
early phagosome,GO:0032009,GO:0045335,,GO:0032009,,,,,,,,,,,
early phagosome lumen,GO:0062113,GO:0031974|GO:0097013|GO:0032009,,GO:0062113,,,,,,,,,,,
early phagosome membrane,GO:0036186,GO:0030670|GO:0032009,,GO:0036186,,,,,,,,,,,
early recombination nodule,GO:0005714,GO:0005713,,GO:0005714,,,,,,,,,,,
EARP complex,GO:1990745,GO:0055037|GO:0032991,,GO:1990745,,,,,,,,,,,
ecdysone receptor holocomplex,GO:0008230,GO:0090575,,GO:0008230,,,,,,,,,,,
Ecsit-NDUFAF1 complex,GO:0034985,GO:0098798|GO:0005759,,GO:0034985,,,,,,,,,,,
ectexine,GO:0043669,GO:0110165|GO:0043668,,GO:0043669,,,,,,,,,,,
EDS1 disease-resistance complex,GO:0106093,GO:0032991,,GO:0106093,,,,,,,,,,,
EFF-1 complex,GO:1990392,GO:0098797,,GO:1990392,,,,,,,,,,,
efflux pump complex,GO:1990281,GO:1902495,,GO:1990281,,,,,,,,,,,
egasyn-beta-glucuronidase complex,GO:0070385,GO:0140534,,GO:0070385,,,,,,,,,,,
EGFR-Grb2-Sos complex,GO:0070620,GO:0098797,,GO:0070620,,,,,,,,,,,
EGFR-Shc-Grb2-Sos complex,GO:0070621,GO:0098797,,GO:0070621,,,,,,,,,,,
EGFR:ERBB2 complex,GO:0038142,GO:0098802,,GO:0038142,,,,,,,,,,,
egg chorion,GO:0042600,GO:0030312,,GO:0042600,,,,,,,,,,,
egg coat,GO:0035805,GO:0140047,,GO:0035805,,,,,,,,,,,
eif4e-cup complex,GO:1990500,GO:0000932|GO:1903502,,GO:1990500,,,,,,,,,,,
eisosome,GO:0032126,GO:0110165,,GO:0032126,,,,,,,,,,,
eisosome filament,GO:0036286,GO:0032126|GO:0032991|GO:0030863,,GO:0036286,,,,,,,,,,,
eisosome membrane domain/MCC,GO:0090512,GO:0044853|GO:0032126,,GO:0090512,,,,,,,,,,,
EKC/KEOPS complex,GO:0000408,GO:1990234,,GO:0000408,,,,,,,,,,,
elaioplast,GO:0009545,GO:0009516,,GO:0009545,,,,,,,,,,,
elaioplast stroma,GO:0009577,GO:0009532|GO:0009545,,GO:0009577,,,,,,,,,,,
elastic fiber,GO:0071953,GO:0140149|GO:0099512,,GO:0071953,,,,,,,,,,,
electron transfer flavoprotein complex,GO:0045251,GO:0005737|GO:0032991,,GO:0045251,,,,,,,,,,,
